experiment,workload,rows,impl,procs,reducers,partition,combiner,keys,shuffle_entries,remote_entries,entry_imbalance,time_imbalance,map_ms,plan_ms,shuffle_ms,reduce_ms,gather_ms,total_ms,checksum,run,command
skew,skew_incident,26419188,mr,8,8,light,on,2201599,3301646,2889997,1.0034,1.1427,98.564,0.278,14.936,10.505,5.162,129.446,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,light,on,2201599,3301646,2889997,1.0034,1.1953,103.070,0.393,12.859,11.204,5.040,132.566,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,light,on,2201599,3301646,2889997,1.0034,1.1018,93.701,0.336,12.597,10.295,5.197,122.126,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,light,on,2201599,4404067,4128967,1.0051,1.2378,91.331,0.574,16.390,9.482,16.007,133.784,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,light,on,2201599,4404067,4128967,1.0051,1.2449,95.812,0.407,18.952,11.254,12.867,139.292,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,light,on,2201599,4404067,4128967,1.0051,1.2642,95.330,0.617,17.857,10.465,16.646,140.916,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,hybrid,on,2201599,2201599,0,1.0000,1.0000,448.628,3.210,25.243,43.492,0.461,521.035,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,hybrid,on,2201599,2201599,0,1.0000,1.0000,466.838,3.216,29.951,43.100,0.290,543.394,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,hybrid,on,2201599,2201599,0,1.0000,1.0000,465.233,3.404,27.539,42.450,0.294,538.920,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,hybrid,on,2201599,2201944,14812,1.0000,1.0031,249.936,2.068,16.274,21.575,0.321,290.173,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,hybrid,on,2201599,2201944,14812,1.0000,1.0034,250.524,2.049,15.876,21.596,0.319,290.364,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,hybrid,on,2201599,2201944,14812,1.0000,1.0008,248.906,1.987,15.637,21.555,0.324,288.410,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,hybrid,on,2201599,2749054,1332631,1.0008,1.0514,145.706,1.834,13.451,13.330,0.413,174.734,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,hybrid,on,2201599,2749054,1332631,1.0008,1.0120,149.779,1.932,17.513,12.482,0.411,182.117,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,hybrid,on,2201599,2749054,1332631,1.0008,1.0372,146.146,2.256,12.171,13.442,0.388,174.403,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,hybrid,on,2201599,3301646,2352342,1.0035,1.3131,106.249,2.306,16.567,11.007,0.729,136.859,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,hybrid,on,2201599,3301646,2352342,1.0035,1.1629,96.108,1.794,11.982,8.826,0.675,119.385,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,hybrid,on,2201599,3301646,2352342,1.0035,1.1144,102.378,2.424,11.868,9.405,0.649,126.724,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,hybrid,on,2201599,4404067,3828009,1.0074,1.3023,93.460,2.925,16.862,8.161,0.818,122.226,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,hybrid,on,2201599,4404067,3828009,1.0074,1.2926,86.996,2.797,15.807,8.437,0.771,114.808,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,hybrid,on,2201599,4404067,3828009,1.0074,1.3334,87.630,2.499,20.160,8.652,0.619,119.559,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition hybrid --print-hours 0 --verify --csv"
combiner,medium,20160000,mr,1,1,weighted,on,1680000,1680000,0,1.0000,1.0000,332.222,2.488,15.835,32.773,0.174,383.490,4461579235480396692,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted  --print-hours 0 --verify --csv"
combiner,medium,20160000,mr,1,1,weighted,on,1680000,1680000,0,1.0000,1.0000,370.517,2.608,17.427,34.453,0.197,425.203,4461579235480396692,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted  --print-hours 0 --verify --csv"
combiner,medium,20160000,mr,1,1,weighted,on,1680000,1680000,0,1.0000,1.0000,341.099,2.443,15.216,32.439,0.173,391.370,4461579235480396692,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted  --print-hours 0 --verify --csv"
